fid,iid,rep,alg_B8,alg_B16,alg_B24,alg_B32,alg_B40
20,5,6,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,7,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,8,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,9,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,10,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,11,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,12,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,13,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,14,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,15,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,16,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,17,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,18,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,19,BFGS,BFGS,BFGS,BFGS,BFGS
21,1,0,Non-elitist,MLSL,BFGS,Non-elitist,Non-elitist
21,1,1,Non-elitist,Same,MLSL,MLSL,MLSL
21,1,2,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
21,1,3,MLSL,MLSL,MLSL,MLSL,Non-elitist
21,1,4,Non-elitist,MLSL,MLSL,Same,BFGS
21,1,5,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
21,1,6,Non-elitist,PSO,MLSL,MLSL,MLSL
21,1,7,Non-elitist,PSO,MLSL,MLSL,MLSL
21,1,8,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
21,1,9,Non-elitist,MLSL,BFGS,BFGS,Non-elitist
21,1,10,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,1,11,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
21,1,12,Non-elitist,BFGS,MLSL,Non-elitist,Non-elitist
21,1,13,Non-elitist,MLSL,MLSL,BFGS,Non-elitist
21,1,14,Non-elitist,MLSL,MLSL,Non-elitist,MLSL
21,1,15,Non-elitist,MLSL,BFGS,Non-elitist,BFGS
21,1,16,Non-elitist,Non-elitist,MLSL,BFGS,Non-elitist
21,1,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
21,1,18,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,1,19,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
21,2,0,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL
21,2,1,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist
21,2,2,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,2,3,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
21,2,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
21,2,5,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,2,6,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,2,7,Same,MLSL,MLSL,MLSL,MLSL
21,2,8,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist
21,2,9,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
21,2,10,Non-elitist,MLSL,MLSL,MLSL,BFGS
21,2,11,MLSL,MLSL,MLSL,Non-elitist,Non-elitist
21,2,12,Non-elitist,Non-elitist,MLSL,MLSL,MLSL
21,2,13,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,2,14,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,2,15,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,2,16,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
21,2,17,Non-elitist,Non-elitist,MLSL,Non-elitist,BFGS
21,2,18,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,2,19,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
21,3,0,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL
21,3,1,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
21,3,2,Non-elitist,Same,MLSL,Non-elitist,Non-elitist
21,3,3,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,3,4,Same,MLSL,Non-elitist,MLSL,MLSL
21,3,5,MLSL,MLSL,MLSL,MLSL,Non-elitist
21,3,6,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist
21,3,7,MLSL,MLSL,Same,BFGS,MLSL
21,3,8,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,3,9,Non-elitist,MLSL,MLSL,DE,MLSL
21,3,10,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,3,11,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
21,3,12,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,3,13,Non-elitist,MLSL,MLSL,Non-elitist,MLSL
21,3,14,MLSL,MLSL,MLSL,MLSL,MLSL
21,3,15,Non-elitist,MLSL,MLSL,Non-elitist,MLSL
21,3,16,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
21,3,17,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,3,18,MLSL,Non-elitist,MLSL,MLSL,MLSL
21,3,19,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist
21,4,0,Non-elitist,Non-elitist,MLSL,MLSL,MLSL
21,4,1,Non-elitist,Non-elitist,MLSL,MLSL,BFGS
21,4,2,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
21,4,3,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
21,4,4,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
21,4,5,MLSL,MLSL,Non-elitist,Non-elitist,Non-elitist
21,4,6,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
21,4,7,Same,BFGS,MLSL,MLSL,Non-elitist
21,4,8,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,4,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
21,4,10,Non-elitist,Same,MLSL,MLSL,Non-elitist
21,4,11,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist
21,4,12,Non-elitist,Same,MLSL,MLSL,DE
21,4,13,MLSL,Non-elitist,MLSL,MLSL,Non-elitist
21,4,14,MLSL,MLSL,MLSL,MLSL,Non-elitist
21,4,15,Non-elitist,MLSL,MLSL,MLSL,MLSL
21,4,16,Non-elitist,PSO,MLSL,MLSL,Non-elitist
21,4,17,Non-elitist,DE,MLSL,MLSL,MLSL
21,4,18,MLSL,BFGS,Same,MLSL,Non-elitist
21,4,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
21,5,0,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
21,5,1,MLSL,MLSL,Non-elitist,Non-elitist,Non-elitist
21,5,2,Same,MLSL,MLSL,MLSL,DE
21,5,3,MLSL,MLSL,MLSL,Non-elitist,Non-elitist
21,5,4,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist
21,5,5,Same,Non-elitist,Non-elitist,MLSL,MLSL
21,5,6,MLSL,MLSL,Non-elitist,MLSL,Non-elitist
21,5,7,Same,MLSL,Non-elitist,Non-elitist,Non-elitist
21,5,8,MLSL,MLSL,Non-elitist,Non-elitist,Non-elitist
21,5,9,MLSL,Non-elitist,Non-elitist,Non-elitist,MLSL
21,5,10,MLSL,Same,BFGS,BFGS,BFGS
21,5,11,Non-elitist,Non-elitist,Same,Non-elitist,BFGS
21,5,12,MLSL,MLSL,Non-elitist,Non-elitist,Non-elitist
21,5,13,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
21,5,14,MLSL,MLSL,MLSL,MLSL,MLSL
21,5,15,MLSL,BFGS,MLSL,MLSL,BFGS
21,5,16,Non-elitist,MLSL,MLSL,MLSL,BFGS
21,5,17,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist
21,5,18,MLSL,MLSL,MLSL,MLSL,DE
21,5,19,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
22,1,0,Non-elitist,Same,MLSL,MLSL,MLSL
22,1,1,Non-elitist,MLSL,Same,Non-elitist,Non-elitist
22,1,2,MLSL,Non-elitist,BFGS,Non-elitist,Non-elitist
22,1,3,Non-elitist,MLSL,MLSL,MLSL,MLSL
22,1,4,Non-elitist,BFGS,BFGS,Non-elitist,MLSL
22,1,5,Non-elitist,BFGS,MLSL,BFGS,MLSL
22,1,6,Non-elitist,MLSL,MLSL,BFGS,Non-elitist
22,1,7,Non-elitist,MLSL,MLSL,Non-elitist,MLSL
22,1,8,Non-elitist,MLSL,BFGS,MLSL,Non-elitist
22,1,9,Non-elitist,MLSL,Same,MLSL,MLSL
22,1,10,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist
22,1,11,MLSL,MLSL,MLSL,MLSL,Non-elitist
22,1,12,MLSL,BFGS,MLSL,MLSL,MLSL
22,1,13,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
22,1,14,Non-elitist,MLSL,Same,Non-elitist,Non-elitist
22,1,15,MLSL,MLSL,MLSL,MLSL,Non-elitist
22,1,16,Non-elitist,MLSL,MLSL,MLSL,MLSL
22,1,17,Non-elitist,Same,MLSL,Non-elitist,Non-elitist
22,1,18,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL
22,1,19,Non-elitist,MLSL,BFGS,MLSL,Non-elitist
22,2,0,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL
22,2,1,MLSL,MLSL,Non-elitist,Non-elitist,MLSL
22,2,2,MLSL,BFGS,Non-elitist,MLSL,MLSL
22,2,3,PSO,MLSL,BFGS,Non-elitist,BFGS
22,2,4,MLSL,MLSL,BFGS,MLSL,Non-elitist
22,2,5,Non-elitist,MLSL,MLSL,MLSL,MLSL
22,2,6,MLSL,MLSL,MLSL,Non-elitist,Non-elitist
22,2,7,Non-elitist,MLSL,Non-elitist,MLSL,MLSL
22,2,8,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
22,2,9,MLSL,MLSL,Non-elitist,MLSL,MLSL
22,2,10,Non-elitist,MLSL,BFGS,MLSL,Non-elitist
22,2,11,Non-elitist,Same,BFGS,Non-elitist,Non-elitist
22,2,12,Non-elitist,Same,BFGS,Non-elitist,Non-elitist
22,2,13,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
22,2,14,MLSL,MLSL,MLSL,MLSL,MLSL
22,2,15,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
22,2,16,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
22,2,17,MLSL,MLSL,MLSL,Non-elitist,MLSL
22,2,18,Non-elitist,MLSL,MLSL,BFGS,DE
22,2,19,Non-elitist,MLSL,Non-elitist,Non-elitist,BFGS
22,3,0,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
22,3,1,Non-elitist,MLSL,MLSL,MLSL,MLSL
22,3,2,Non-elitist,MLSL,MLSL,MLSL,MLSL
22,3,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
22,3,4,MLSL,MLSL,MLSL,MLSL,Non-elitist
22,3,5,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist
22,3,6,Non-elitist,Same,Same,MLSL,Non-elitist
22,3,7,Non-elitist,MLSL,MLSL,MLSL,DE
22,3,8,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
22,3,9,Non-elitist,MLSL,MLSL,BFGS,Non-elitist
22,3,10,Non-elitist,Same,Same,DE,Non-elitist
22,3,11,Non-elitist,Non-elitist,Same,MLSL,BFGS
22,3,12,Non-elitist,Non-elitist,MLSL,MLSL,MLSL
22,3,13,Non-elitist,MLSL,MLSL,MLSL,Same
22,3,14,Non-elitist,MLSL,Same,MLSL,MLSL
22,3,15,Non-elitist,Same,MLSL,MLSL,Non-elitist
22,3,16,Same,Same,BFGS,Non-elitist,PSO
22,3,17,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
22,3,18,Non-elitist,MLSL,MLSL,BFGS,MLSL
22,3,19,Non-elitist,Non-elitist,MLSL,Same,Same
22,4,0,MLSL,MLSL,MLSL,MLSL,BFGS
22,4,1,MLSL,Same,MLSL,PSO,Non-elitist
22,4,2,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL
22,4,3,MLSL,Non-elitist,MLSL,Same,MLSL
22,4,4,Non-elitist,Same,Non-elitist,MLSL,Non-elitist
22,4,5,Non-elitist,MLSL,MLSL,PSO,Non-elitist
22,4,6,Non-elitist,MLSL,MLSL,BFGS,MLSL
22,4,7,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
22,4,8,Non-elitist,MLSL,MLSL,Non-elitist,BFGS
22,4,9,Non-elitist,MLSL,MLSL,MLSL,MLSL
22,4,10,Non-elitist,BFGS,MLSL,BFGS,Non-elitist
22,4,11,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
22,4,12,Non-elitist,Same,BFGS,Non-elitist,MLSL
22,4,13,Same,MLSL,MLSL,MLSL,Non-elitist
22,4,14,Non-elitist,Same,PSO,MLSL,Non-elitist
22,4,15,Non-elitist,MLSL,MLSL,PSO,DE
22,4,16,Non-elitist,Same,MLSL,Same,Non-elitist
22,4,17,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
22,4,18,Non-elitist,MLSL,MLSL,MLSL,MLSL
22,4,19,MLSL,MLSL,MLSL,MLSL,Non-elitist
22,5,0,Non-elitist,Same,MLSL,MLSL,MLSL
22,5,1,MLSL,BFGS,MLSL,MLSL,Non-elitist
22,5,2,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
22,5,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
22,5,4,MLSL,MLSL,Same,Non-elitist,Non-elitist
22,5,5,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist
22,5,6,MLSL,Non-elitist,MLSL,BFGS,Non-elitist
22,5,7,Non-elitist,MLSL,MLSL,PSO,MLSL
22,5,8,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist
22,5,9,Non-elitist,BFGS,MLSL,Non-elitist,Non-elitist
22,5,10,MLSL,MLSL,MLSL,MLSL,Non-elitist
22,5,11,Non-elitist,BFGS,MLSL,Non-elitist,PSO
22,5,12,MLSL,MLSL,Same,MLSL,Non-elitist
22,5,13,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
22,5,14,MLSL,Non-elitist,Same,MLSL,Non-elitist
22,5,15,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
22,5,16,Non-elitist,MLSL,MLSL,BFGS,Non-elitist
22,5,17,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
22,5,18,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
22,5,19,MLSL,BFGS,Same,Non-elitist,MLSL
23,1,0,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist
23,1,1,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,1,2,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist
23,1,3,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist
23,1,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,1,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,1,6,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
23,1,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,1,8,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist
23,1,9,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
23,1,10,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
23,1,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,1,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,1,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL
23,1,14,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,1,15,MLSL,Non-elitist,Non-elitist,MLSL,PSO
23,1,16,Non-elitist,MLSL,MLSL,MLSL,Non-elitist
23,1,17,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist
23,1,18,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist
23,1,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,2,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,2,1,Non-elitist,MLSL,Non-elitist,MLSL,PSO
23,2,2,MLSL,Non-elitist,Non-elitist,MLSL,Non-elitist
23,2,3,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,2,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,2,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,2,6,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,2,7,Non-elitist,Non-elitist,BFGS,MLSL,Non-elitist
23,2,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,2,9,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
23,2,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,2,11,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL
23,2,12,MLSL,MLSL,Non-elitist,MLSL,Non-elitist
23,2,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,2,14,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist
23,2,15,Non-elitist,MLSL,MLSL,Non-elitist,MLSL
23,2,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL
23,2,17,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist
23,2,18,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,2,19,Non-elitist,PSO,Non-elitist,Non-elitist,MLSL
23,3,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,5,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,6,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL
23,3,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO
23,3,12,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist
23,3,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,14,MLSL,MLSL,MLSL,MLSL,Non-elitist
23,3,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,16,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist
23,3,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,3,18,Non-elitist,PSO,PSO,Non-elitist,Non-elitist
23,3,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,3,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,5,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist
23,4,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,7,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist
23,4,8,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist
23,4,9,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
23,4,10,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
23,4,11,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,14,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist
23,4,15,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist
23,4,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,17,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist
23,4,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,4,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,0,Non-elitist,MLSL,Non-elitist,MLSL,PSO
23,5,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,3,MLSL,MLSL,MLSL,MLSL,Non-elitist
23,5,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,5,MLSL,Non-elitist,BFGS,Non-elitist,Non-elitist
23,5,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
23,5,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL
23,5,8,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
23,5,9,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,11,MLSL,Non-elitist,MLSL,Non-elitist,Non-elitist
23,5,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,17,Non-elitist,MLSL,PSO,MLSL,Non-elitist
23,5,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
23,5,19,Non-elitist,MLSL,Non-elitist,Non-elitist,PSO
24,1,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,5,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
24,1,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,7,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
24,1,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,9,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,15,Non-elitist,Same,MLSL,Non-elitist,Non-elitist
24,1,16,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
24,1,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,1,19,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
24,2,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,5,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist
24,2,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,7,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist
24,2,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,14,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
24,2,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,2,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Same
24,2,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,3,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist
24,3,4,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
24,3,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,8,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
24,3,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,13,MLSL,MLSL,Non-elitist,Non-elitist,Non-elitist
24,3,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,3,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,4,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,4,1,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
24,4,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,4,3,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
24,4,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,4,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,4,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
24,4,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
